Name,Price,Size,Age,Floors,Bedroom,City,Location,HouseType,Pattern,Tags,Environment,Url
內湖近捷運採光辦公大樓,236209,132.33,0.0,1,0,台北市,台北市內湖區堤頂大道二段/杜拜大樓,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0da1f5270548952
杜拜國際高樓層辦公,174395,123.03,0.0,10,0,台北市,台北市內湖區堤頂大道二段/杜拜大樓,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=03243c27055694c
松仁路一層一戶象山站,528352,330.22,0.0,10,1,台北市,台北市信義區松仁路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0a5e9318221849b
｛余育賢｝中央公園❤蛋黃區商辦大樓❤室內兩百坪,88000,247.14,44.0,2,0,高雄市,高雄市苓雅區中山二路/日榮大樓,電梯大廈,開放式格局,,,https://www.rakuya.com.tw/rent/rent_item?ehid=00006e283477931
誠租大安站管理美屋,32000,11.74,0.0,3,0,台北市,台北市大安區信義路三段,其他,1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0ab472280057326
套房價租整棟小2房✨小家庭合租必看✨請看內文,8500,18.23,0.0,2,2,台中市,台中市南區和平一巷,透天厝,2房1廳1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=06a61a28524170d
內科園區大直美麗華景觀2室,34000,30.84,15.3,9,0,台北市,台北市內湖區堤頂大道二段/大直上城,電梯大廈,1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=01572e281729568
里昂氣派辦公,220000,110.75,0.0,6,0,台北市,台北市內湖區瑞光路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=092938247430767
松仁路一層一戶象山站,511996,330.32,0.0,8,1,台北市,台北市信義區松仁路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=00230f181930757
ＪＯＪＯ漂亮大空間,31000,27.5,0.0,8,0,台北市,台北市中山區敬業二路,其他,1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0d5cd928457397a
近南軟內科交通便利全新辦公大樓,81195,54.13,0.0,2,1,台北市,台北市內湖區南京東路六段,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0a7bc113022571e
稀有杜拜三面採光辦公,155000,172.07,0.0,8,0,台北市,台北市內湖區堤頂大道二段,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0700de27108620d
金莊美辦公５,67000,53.6,0.0,8,0,台北市,台北市內湖區金莊路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=02c2d0274651596
內科園區質感大空間辦公,388000,213.08,0.0,2,0,台北市,台北市內湖區堤頂大道二段,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0e1b1d276993438
內科西湖捷運優質辦公I,287715,191.45,17.5,5,0,台北市,台北市內湖區內湖路一段,華廈,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0eb737258961673
西湖站A級辦公6,211746,149.4,15.9,10,0,台北市,台北市內湖區堤頂大道二段,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=040f1325624302c
內湖科學園C區整層廠辦,650000,244.56,0.0,3,0,台北市,台北市內湖區行愛路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=050bae235223581
美麗綻-1+2大樓店面,220000,99.6,0.0,2,0,高雄市,高雄市新興區自立二路/美麗綻,店面,,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0e347f27385455b
杜拜國際氣派辦公,235763,132.08,0.0,1,0,台北市,台北市內湖區堤頂大道二段/杜拜大樓,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=08b985270548948
內湖近捷運採光辦公大樓,236209,132.33,0.0,1,0,台北市,台北市內湖區堤頂大道二段/杜拜大樓,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0da1f5270548952
杜拜國際高樓層辦公,174395,123.03,0.0,10,0,台北市,台北市內湖區堤頂大道二段/杜拜大樓,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=03243c27055694c
松仁路一層一戶象山站,528352,330.22,0.0,10,1,台北市,台北市信義區松仁路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0a5e9318221849b
｛余育賢｝中央公園❤蛋黃區商辦大樓❤室內兩百坪,88000,247.14,44.0,2,0,高雄市,高雄市苓雅區中山二路/日榮大樓,電梯大廈,開放式格局,,,https://www.rakuya.com.tw/rent/rent_item?ehid=00006e283477931
誠租大安站管理美屋,32000,11.74,0.0,3,0,台北市,台北市大安區信義路三段,其他,1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0ab472280057326
套房價租整棟小2房✨小家庭合租必看✨請看內文,8500,18.23,0.0,2,2,台中市,台中市南區和平一巷,透天厝,2房1廳1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=06a61a28524170d
內科園區大直美麗華景觀2室,34000,30.84,15.3,9,0,台北市,台北市內湖區堤頂大道二段/大直上城,電梯大廈,1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=01572e281729568
里昂氣派辦公,220000,110.75,0.0,6,0,台北市,台北市內湖區瑞光路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=092938247430767
松仁路一層一戶象山站,511996,330.32,0.0,8,1,台北市,台北市信義區松仁路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=00230f181930757
ＪＯＪＯ漂亮大空間,31000,27.5,0.0,8,0,台北市,台北市中山區敬業二路,其他,1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0d5cd928457397a
近南軟內科交通便利全新辦公大樓,81195,54.13,0.0,2,1,台北市,台北市內湖區南京東路六段,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0a7bc113022571e
稀有杜拜三面採光辦公,155000,172.07,0.0,8,0,台北市,台北市內湖區堤頂大道二段,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0700de27108620d
金莊美辦公５,67000,53.6,0.0,8,0,台北市,台北市內湖區金莊路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=02c2d0274651596
內科園區質感大空間辦公,388000,213.08,0.0,2,0,台北市,台北市內湖區堤頂大道二段,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0e1b1d276993438
內科西湖捷運優質辦公I,287715,191.45,17.5,5,0,台北市,台北市內湖區內湖路一段,華廈,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0eb737258961673
西湖站A級辦公6,211746,149.4,15.9,10,0,台北市,台北市內湖區堤頂大道二段,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=040f1325624302c
內湖科學園C區整層廠辦,650000,244.56,0.0,3,0,台北市,台北市內湖區行愛路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=050bae235223581
美麗綻-1+2大樓店面,220000,99.6,0.0,2,0,高雄市,高雄市新興區自立二路/美麗綻,店面,,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0e347f27385455b
杜拜國際氣派辦公,235763,132.08,0.0,1,0,台北市,台北市內湖區堤頂大道二段/杜拜大樓,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=08b985270548948
內湖近捷運採光辦公大樓,236209,132.33,0.0,1,0,台北市,台北市內湖區堤頂大道二段/杜拜大樓,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0da1f5270548952
杜拜國際高樓層辦公,174395,123.03,0.0,10,0,台北市,台北市內湖區堤頂大道二段/杜拜大樓,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=03243c27055694c
松仁路一層一戶象山站,528352,330.22,0.0,10,1,台北市,台北市信義區松仁路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0a5e9318221849b
｛余育賢｝中央公園❤蛋黃區商辦大樓❤室內兩百坪,88000,247.14,44.0,2,0,高雄市,高雄市苓雅區中山二路/日榮大樓,電梯大廈,開放式格局,,,https://www.rakuya.com.tw/rent/rent_item?ehid=00006e283477931
誠租大安站管理美屋,32000,11.74,0.0,3,0,台北市,台北市大安區信義路三段,其他,1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0ab472280057326
套房價租整棟小2房✨小家庭合租必看✨請看內文,8500,18.23,0.0,2,2,台中市,台中市南區和平一巷,透天厝,2房1廳1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=06a61a28524170d
內科園區大直美麗華景觀2室,34000,30.84,15.3,9,0,台北市,台北市內湖區堤頂大道二段/大直上城,電梯大廈,1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=01572e281729568
里昂氣派辦公,220000,110.75,0.0,6,0,台北市,台北市內湖區瑞光路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=092938247430767
松仁路一層一戶象山站,511996,330.32,0.0,8,1,台北市,台北市信義區松仁路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=00230f181930757
ＪＯＪＯ漂亮大空間,31000,27.5,0.0,8,0,台北市,台北市中山區敬業二路,其他,1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0d5cd928457397a
近南軟內科交通便利全新辦公大樓,81195,54.13,0.0,2,1,台北市,台北市內湖區南京東路六段,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0a7bc113022571e
稀有杜拜三面採光辦公,155000,172.07,0.0,8,0,台北市,台北市內湖區堤頂大道二段,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0700de27108620d
金莊美辦公５,67000,53.6,0.0,8,0,台北市,台北市內湖區金莊路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=02c2d0274651596
內科園區質感大空間辦公,388000,213.08,0.0,2,0,台北市,台北市內湖區堤頂大道二段,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0e1b1d276993438
內科西湖捷運優質辦公I,287715,191.45,17.5,5,0,台北市,台北市內湖區內湖路一段,華廈,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0eb737258961673
西湖站A級辦公6,211746,149.4,15.9,10,0,台北市,台北市內湖區堤頂大道二段,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=040f1325624302c
內湖科學園C區整層廠辦,650000,244.56,0.0,3,0,台北市,台北市內湖區行愛路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=050bae235223581
美麗綻-1+2大樓店面,220000,99.6,0.0,2,0,高雄市,高雄市新興區自立二路/美麗綻,店面,,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0e347f27385455b
杜拜國際氣派辦公,235763,132.08,0.0,1,0,台北市,台北市內湖區堤頂大道二段/杜拜大樓,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=08b985270548948
內湖近捷運採光辦公大樓,236209,132.33,0.0,1,0,台北市,台北市內湖區堤頂大道二段/杜拜大樓,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0da1f5270548952
杜拜國際高樓層辦公,174395,123.03,0.0,10,0,台北市,台北市內湖區堤頂大道二段/杜拜大樓,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=03243c27055694c
松仁路一層一戶象山站,528352,330.22,0.0,10,1,台北市,台北市信義區松仁路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0a5e9318221849b
｛余育賢｝中央公園❤蛋黃區商辦大樓❤室內兩百坪,88000,247.14,44.0,2,0,高雄市,高雄市苓雅區中山二路/日榮大樓,電梯大廈,開放式格局,,,https://www.rakuya.com.tw/rent/rent_item?ehid=00006e283477931
誠租大安站管理美屋,32000,11.74,0.0,3,0,台北市,台北市大安區信義路三段,其他,1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0ab472280057326
套房價租整棟小2房✨小家庭合租必看✨請看內文,8500,18.23,0.0,2,2,台中市,台中市南區和平一巷,透天厝,2房1廳1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=06a61a28524170d
內科園區大直美麗華景觀2室,34000,30.84,15.3,9,0,台北市,台北市內湖區堤頂大道二段/大直上城,電梯大廈,1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=01572e281729568
里昂氣派辦公,220000,110.75,0.0,6,0,台北市,台北市內湖區瑞光路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=092938247430767
松仁路一層一戶象山站,511996,330.32,0.0,8,1,台北市,台北市信義區松仁路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=00230f181930757
ＪＯＪＯ漂亮大空間,31000,27.5,0.0,8,0,台北市,台北市中山區敬業二路,其他,1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0d5cd928457397a
近南軟內科交通便利全新辦公大樓,81195,54.13,0.0,2,1,台北市,台北市內湖區南京東路六段,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0a7bc113022571e
稀有杜拜三面採光辦公,155000,172.07,0.0,8,0,台北市,台北市內湖區堤頂大道二段,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0700de27108620d
金莊美辦公５,67000,53.6,0.0,8,0,台北市,台北市內湖區金莊路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=02c2d0274651596
內科園區質感大空間辦公,388000,213.08,0.0,2,0,台北市,台北市內湖區堤頂大道二段,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0e1b1d276993438
內科西湖捷運優質辦公I,287715,191.45,17.5,5,0,台北市,台北市內湖區內湖路一段,華廈,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0eb737258961673
西湖站A級辦公6,211746,149.4,15.9,10,0,台北市,台北市內湖區堤頂大道二段,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=040f1325624302c
內湖科學園C區整層廠辦,650000,244.56,0.0,3,0,台北市,台北市內湖區行愛路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=050bae235223581
美麗綻-1+2大樓店面,220000,99.6,0.0,2,0,高雄市,高雄市新興區自立二路/美麗綻,店面,,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0e347f27385455b
杜拜國際氣派辦公,235763,132.08,0.0,1,0,台北市,台北市內湖區堤頂大道二段/杜拜大樓,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=08b985270548948
內湖近捷運採光辦公大樓,236209,132.33,0.0,1,0,台北市,台北市內湖區堤頂大道二段/杜拜大樓,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0da1f5270548952
杜拜國際高樓層辦公,174395,123.03,0.0,10,0,台北市,台北市內湖區堤頂大道二段/杜拜大樓,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=03243c27055694c
松仁路一層一戶象山站,528352,330.22,0.0,10,1,台北市,台北市信義區松仁路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0a5e9318221849b
｛余育賢｝中央公園❤蛋黃區商辦大樓❤室內兩百坪,88000,247.14,44.0,2,0,高雄市,高雄市苓雅區中山二路/日榮大樓,電梯大廈,開放式格局,,,https://www.rakuya.com.tw/rent/rent_item?ehid=00006e283477931
誠租大安站管理美屋,32000,11.74,0.0,3,0,台北市,台北市大安區信義路三段,其他,1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0ab472280057326
套房價租整棟小2房✨小家庭合租必看✨請看內文,8500,18.23,0.0,2,2,台中市,台中市南區和平一巷,透天厝,2房1廳1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=06a61a28524170d
內科園區大直美麗華景觀2室,34000,30.84,15.3,9,0,台北市,台北市內湖區堤頂大道二段/大直上城,電梯大廈,1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=01572e281729568
里昂氣派辦公,220000,110.75,0.0,6,0,台北市,台北市內湖區瑞光路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=092938247430767
松仁路一層一戶象山站,511996,330.32,0.0,8,1,台北市,台北市信義區松仁路,辦公,,,,https://www.rakuya.com.tw/rent/rent_item?ehid=00230f181930757
ＪＯＪＯ漂亮大空間,31000,27.5,0.0,8,0,台北市,台北市中山區敬業二路,其他,1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0d5cd928457397a
⭐近中山醫⭐電梯⭐兩房⭐管理員⭐可租補⭐傢俱可談,15999,40.0,0.0,4,2,台中市,台中市南區工學北路,電梯大廈,2房1廳1衛 - 1陽台1廚房,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=05642e28732341c
⭐近中山醫⭐電梯⭐可租補⭐子母車⭐飲水機⭐機車位,6899,9.0,0.0,3,1,台中市,台中市西區正福街,透天厝,1房1衛,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=0ef878287331391
⭐近中山醫⭐電梯⭐管理員⭐可寵⭐可雙租補⭐陽台獨洗,11999,15.0,0.0,3,1,台中市,台中市西區三民路一段,電梯大廈,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=05da20287331766
⭐近興大⭐電梯⭐可租補⭐獨洗曬⭐子母車⭐木質地板,5499,8.0,0.0,18,1,台中市,台中市南區學府路,電梯大廈,1房1衛,,['有對外窗'],https://www.rakuya.com.tw/rent/rent_item?ehid=015265287324074
⭐近興大⭐電梯⭐可寵⭐可雙租補⭐台水電⭐陽台獨洗,11999,14.0,0.0,6,1,台中市,台中市南區南平路,電梯大廈,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=034ff5287324975
⭐近中山醫⭐電梯⭐管理員⭐可租補⭐飲水機⭐陽台獨洗,7999,11.0,0.0,11,1,台中市,台中市南區工學北路,電梯大廈,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=02cd74287327679
⭐近興大⭐可貓⭐可雙租補⭐一房一廳⭐木質地板,13999,20.0,0.0,4,1,台中市,台中市南區復新街,公寓,1房1廳1衛 - 2陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=0e606b287326961
⭐可貓⭐獨洗曬⭐流理台⭐子母車⭐飲水機⭐雙人沙發,14499,17.0,0.0,1,1,台中市,台中市西區民生路,透天厝,1房1衛,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=08b780287330857
溫馨套房,9000,11.0,0.0,7,0,苗栗縣,苗栗縣竹南鎮龍山路三段/龍山帝寶,電梯大廈,開放式格局,,"['有對外窗', '為邊間', '有中庭']",https://www.rakuya.com.tw/rent/rent_item?ehid=091fa6287450650
✨新蓋電梯✨陽台獨洗✨精美裝潢✨秒殺物件✨,12499,13.0,0.0,3,1,台中市,台中市南屯區惠心街,電梯大廈,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=08510f287319883
✨新蓋電梯✨租屋補助✨乾溼分離✨陽台獨洗✨秒殺物件,10299,15.0,0.0,4,1,台中市,台中市烏日區信義街,電梯大廈,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=01723f287360775
P3A37）捷運北投【超值3房2衛】租補★一層二戶,33000,32.0,20.0,5,3,台北市,台北市北投區大興街,公寓,3房2廳2衛 - 1廚房,,,https://www.rakuya.com.tw/rent/rent_item?ehid=003ad4287440606
超秒殺貓奴首選✅可雙租補✨陽台獨洗✨飲水機,9499,13.0,0.0,4,1,台中市,台中市北區篤行路,公寓,1房1衛 - 1陽台,,"['有對外窗', '陽台']",https://www.rakuya.com.tw/rent/rent_item?ehid=00e29d28736215d
